54_0 	AVWWDENWU115I 	See Hindi&#39;s entrance door also:
180934_47 	ADC8VBKOVOCRR 	Full list of Hindi blogs on Hindi web directory.
180934_48 	ADC8VBKOVOCRR 	How to read Hindi blogs on mobile.
18322_100 	A10X8YVBG51O98 	He has expressed his grief and sorrow over the condition of conflict between his fellow countryman on the basis of religion and caste.
18322_101 	A10X8YVBG51O98 	He has compared the harm being inflicted upon the weaker sections of the society by the higher classes to the harm being done to Indians in general by the British.
18322_102 	A10X8YVBG51O98 	Bhagat Singh was  well educated and he knew various languages including Hindi&#44; Urdu &#44; Punjabi&#44; English and Bangla (Which he learnt from Bhattukeshwar Dutt).
18322_103 	A10X8YVBG51O98 	He believed that due to his death &#44; his fellow countryman would rise upon against the government and a revolution would start which would not be possible if he lives.
18322_105 	A2IKFQQ6A9JVIT 	He wrote a letter to the British Government in which he said this may be considered as a act of war against the government&#44; and he should be hanged and then shot.
18322_106 	A12T8G7H6WN13A 	This was written by him in a letter he worte to his brother Kultar on 3 March.
18322_107 	A9YS2FWO4UV7G 	He is worried all the time about unjust actions
18322_108 	A9YS2FWO4UV7G 	He is looking forward to see what tests the destiny has for him&#44;
18322_110 	A9YS2FWO4UV7G 	Why the sky should be made wet by weeping&#44;
18322_111 	A9YS2FWO4UV7G 	May the entire world be against but let us fight together.
18322_112 	A2IKFQQ6A9JVIT 	This can be used as a measure of his courage.
18322_118 	A1CYO1C5CY6AGA 	The news of his death was published in Lahore&#39;s daily Tribune and New York&#39;s Daily Worker.
18322_119 	A395QBMPE1DHQD 	After that Marxist news papers also published articles about him&#44; but as Marxist news papers were banned in India Indian intellectuals did not had information about this.
18322_120 	A1CYO1C5CY6AGA 	His death was remembered throughout the country.
18322_121 	A1CYO1C5CY6AGA 	In south India&#44; Periyar had written an article of why he is an  atheist in his weekly Kudiya arasu dated 22-29 March&#44; 1939 as a tamil editorial.
18322_123 	A3NMRXYNBNFNUT 	Even today&#44; people in both India and Pakistan consider him as a zealous believer in freedom&#44; who not only dedicated his youth but also his entire life to the country.
18322_125 	A395QBMPE1DHQD 	Some unseen facts about Bhagat Singh (Sunday)
18322_126 	A3NMRXYNBNFNUT 	Incorrect photograph of Bhagat Singh in an advertisement (Sunday)
18998_107 	AL9K2BNO4E0F4 	Many font converters - In the file section of the scientific and technical collection of Hindi&#44; more than twenty converters based on Java script are available.
18998_109 	A1IBD16JNAIVDB 	Data converter of web world -Here hundreds of fonts can be converted to Unicode online.
18998_114 	A1NKIYEHUEU6NE 	Translation from Hindi to Punjabi and script transferal system - With the help of this Kritidev Keyboard Hindi can be written in Unicode methodology.
18998_120 	A1IBD16JNAIVDB 	Unicode- Old (Legacy) Font: Specially useful for converting Unicode to Kriti dev or other legacy font.
18998_131 	A1NKIYEHUEU6NE 	Unidev: A tool meant for conversion of Mangal to Kritidev font
18998_135 	A1NKIYEHUEU6NE 	Girgit: A tool for converting (online) the text of any Indian dialect to another Indian dialect
18998_136 	A1NKIYEHUEU6NE 	Second Version of Girgit - This shows a site written in any Indian dialect after converting the same to another Indian dialect.
18998_139 	A1NKIYEHUEU6NE 	Aksharmukh - Beginning from the Brahmi dialect including all the dialects; an extremely useful online tool for converting the dialect with one another in iTrans
18998_143 	A1NKIYEHUEU6NE 	Diacritic Conversion - diCrunch v2.00:b6 : A perfect software for conversion of coded Sanskrit/Hindi/Nepali etc. to Devnagri&#44; iTrans&#44; Bangla&#44; Oriya&#44; etc. Balram&#44; Harvard Kyoto&#44; C.M.X.&#44; etc.
18998_144 	A1NKIYEHUEU6NE 	An online tool for conversion of websites written in Indian dialects to Latin
18998_147 	A1NKIYEHUEU6NE 	Transferal of Dialect/Translation from Hindi to Punjabi (Punjabi University&#44; Patiala)
18998_150 	A1V6P1ZE6Q8YEW 	Software to translate Urdu script into Devnagari. (Software)
18998_151 	A3KCINWW8X6DCQ 	Hindi -Urdu machine translation (online)
18998_152 	A3GI3466NOP5HJ 	software tools to translate Devanagari to Urdu script.
18998_163 	A2QM0AZK4CZLEC 	dictionary English &lt;-&gt; Hindi (online)
18998_164 	A2QM0AZK4CZLEC 	Google dictionary English &lt;-&gt; Hindi (Online)
18998_165 	A1V6P1ZE6Q8YEW 	Concise dictionary for Hindi and different languages
18998_166 	A1JNPLDD2U8VUC 	Vocabulary uni-code based English- Hindi dictionary (off-line)
18998_173 	A2QM0AZK4CZLEC 	E - Big dictionary C - Analogical dictionary&#44; A publication of Indian Government
18998_175 	A2QM0AZK4CZLEC 	Dictionary : Hindi --&gt; English dictionary Hindi to English dictionary
18998_185 	A2QM0AZK4CZLEC 	English to Hindi dictionary in P.D.F format
18998_199 	AG1D5L9BVQHIR 	Different words in browser search engine
18998_203 	A1V6P1ZE6Q8YEW 	Dictionary.com - To see the correct pronunciation of English words in IPA.
18998_211 	A1V6P1ZE6Q8YEW 	English to Hindi Translation helping system (online)
18998_224 	A1V6P1ZE6Q8YEW 	Devanagari script: Tool to arrange Devanagari word or word-groups in serial numbers (Online); there is an arrangement to arrange it both left-to-right and right-to-left.
18998_225 	A1V6P1ZE6Q8YEW 	left-to-right is used to bring rhyming words closer
18998_228 	A9YS2FWO4UV7G 	It is helpful in the analysis of the lines of poems with respect to the quantum
18998_252 	A9YS2FWO4UV7G 	General Architecture for Text Analysis (GATE)- Open source for processing of all kinds of  natural languages.
18998_257 	A17C2H9W3EL9YD 	Sound (Text to Speech)- Dhvani TTS
18998_258 	A9YS2FWO4UV7G 	Online conversion of Hindi Text into Speech by VozMe
18998_263 	AFD2H8FZGWTBE 	Hindi ASR- Hindi (ASR) Free-source&#44; this converts Hindi&#39;s speech into text by recognition.
18998_266 	A17C2H9W3EL9YD 	Pronouciation - Official language
18998_272 	A1O9BHBJKVI5PS 	Sanskrit - Another program to convert Roman script output obtained by OCR into Devanagari.
18998_282 	A112IE8PQYXT3Q 	I-browser++ (Hindi explorer) :: A unique software which has the facility of instant Hindi translation of any word on an English web page after a single click. i-Browser++[Hindi Explore by Limca Book of Records- 2007]
18998_283 	A2GGFBEGFXJFRS 	Bharat Operating System Solution or BOSS
18998_286 	A2GGFBEGFXJFRS 	Hindi C-Monkey: C-Monkey internet application suite( Web Application Suite) has been made available in Hindi by Asthank software.
18998_288 	A1O9BHBJKVI5PS 	The Mozilla FireFox browser is based on Sea-monkey (previously Mozilla).
18998_299 	A1O9BHBJKVI5PS 	Hindi Simple Machine Forum - Simple Machine Forum is PHP based&#44; which has been made available in Hindi by Ashtank Software.
18998_300 	A2GGFBEGFXJFRS 	Simple Machine Forum is also a part of the Hindi awareness program by Asthank software.
18998_301 	A1O9BHBJKVI5PS 	Hindi PHPBB - PHPBB is a well-known and widespread forum software which has been made available in Hindi by Ashtank Software.
18998_303 	A1V6P1ZE6Q8YEW 	Mozilla Firefox web-browser is based on Seamonkey (earlier mozilla)
18998_331 	A2CSX5G96MCRHK 	we  can  browse  in the  web  in  any  desired  indian  languages  including hindi
18998_338 	A1V6P1ZE6Q8YEW 	Pratahkal Hindi News Paper : Search Hindi news in morning time
18998_347 	A1V6P1ZE6Q8YEW 	Its interface is also available in Hindi
18998_350 	A2YYSK3D0KRFN 	Mozilla Text Alignment Fix (by Sharavanan)  Hindi was not properly visible in Firefox 2.0&#44; Greejmonki Script helped to remove this difficulty&#44; this problem has been  solved in the new version of Firefox.
18998_351 	A305RCO2RQ1LFN 	Hindi language is used in the Firefox webpage.
18998_352 	A2CSX5G96MCRHK 	use  of  this extension  during  browsing  helps  you  to write  hindi  using  any  text  box
18998_360 	A3NOO9K3CY1YU5 	Hindi Words Search Add-on through Firefox
18998_361 	AO7LDC2I0F68H 	The Tools of hindi typing in Fire fox
19296_100 	A39DT9DGR2XZF6 	This element was developed along with the drafting of constitution
19296_101 	A1XFNYYDANY0VD 	the job of these elements is to establish a helpful and supportive state
19296_104 	A38YZAJ29QTA5E 	This has been inspired from Russia and have been kept in Constitution in part 4 division 51-A.
19296_106 	A38YZAJ29QTA5E 	These have been combined according to constitutional amendment No. 42.
19296_108 	A1ESKJFDQUMBL4 	Chapter 1 Federal Working Comity
19296_109 	A1JNPLDD2U8VUC 	This includes President&#44; Vice President &#44; Ministers&#44; and chief justice.
19296_110 	A38YZAJ29QTA5E 	Supreme Court has grouped differently the executives of Rajvaya Kapoor of Punjab State.
19296_111 	A38YZAJ29QTA5E 	After the completion of the task of a legislature judiciary the remaining task is known as Executive.
19296_114 	AKQNWRMKJZMJA 	The President is the head of state all the operations are carried out in his name.  Article 53 of the Constitution states that the President can exercise his powers directly&#44; all of the authority vested in the President is in practice exercised by the Council of Ministers and subordinate officers.
19296_115 	A10X8YVBG51O98 	The president is also the head of all the armed forces of the nation. He is also responsible for maintaining peace in a nation.
19296_116 	AGUEWXL636ANK 	Indian president should have Indian citizenship&#44; and also his age should be at least 35 years.
19296_120 	A10X8YVBG51O98 	Important aspects of parliamentary government
19296_121 	AKQNWRMKJZMJA 	Head of the state is not the actual head of government rather he is a mere constitutional head.
19296_123 	A3GTXOXRSE74WD 	3 cabinet members will be chosen from the members of the parliament.
19296_125 	A3GTXOXRSE74WD 	1.Cabinet formation takes place with the swearing in of the prime minister.It is not necessary for any other minister to be sworn in with the prime minister&#44; he alone constitutes the cabinet.
19296_126 	A2JPXAF2MC24F7 	2. There was no restriction on the number of members of the Council of Ministers in the original constitution but with 91st Amendment the number of members of the Council of Ministers has been limited to 15% of the number of Members of Parliament whereas in the states the number of members of the Council of Ministers has been limited to maximum 15% of the number of Members of Legislative Assembly but there should be at least 12 ministers.
19296_128 	A3GTXOXRSE74WD 	Categories of ministers are decided according to English laws not by the Indian constitution.
19296_129 	A3GTXOXRSE74WD 	There are three type of ministers.
19296_130 	A3GTXOXRSE74WD 	1.Cabinet ministers- Seniormost ministers in hierarchy.They form the cabinet.They head the ministry assigned to them.They are helped by state ministers and deputy ministers.They attend cabinet meetings. Article 352 gives them official recognition.
19296_131 	A3GTXOXRSE74WD 	Please attach the list of all cabinet ministries and state ministries separately.
19296_133 	A9H4GEUPLSQ3M 	deputy minister is the junior most minister  his post is created to help the cabinet or state minister they do not take independent charge of the ministries and departments.
19296_134 	A9H4GEUPLSQ3M 	parliamentary secretary is the member of parliament from the ruling party after his appointment he helps the council of ministers and its committees he assumes his office on the sweet will of the prime minister and also takes an oath of secrecy through him in reality the secretary is not member of the council of ministers but only holds a grade of a minister.
19296_136 	A9H4GEUPLSQ3M 	the council of ministers is a united forum consisting of 1 2 or 3 types of ministers it meets discusses or decides a very few times whereas the council consists of only cabinet level ministers which meets at specified times and takes all important decisions such decisions are accepted and deemed to be passed by the council this is the most important decision taking forum of the country
19296_138 	A9H4GEUPLSQ3M 	according to article 75(2) the ministers are individually responsible to the president but the president cannot remove any minister if it is not suggested by the prime minister.
19296_140 	A9H4GEUPLSQ3M 	the attorney general of India can participate in any house of the parliament without being member of any house.
19296_143 	A1CWCJ8MKSQHPI 	Annexure 74 considers it compulsory for the Prime Minister to preside over and manage the cabinet.In case of his resignation or death&#44; the cabinet is considered to be dissolved. The rime Minister holds the ultimate power to appoint the cabinet&#44; The President appoints the cabinet according to the say of teh Prime Minister. He solely decides the portfolios of the ministers. He gives orders to all government institutions and the final decisions also rest with him.He is the central figure between the President and the cabinet of ministers. He is the speaker and leads debates and discussions. He can debate any topic raised in the parliament. He can check the work of any ministry. These are the reasons why he is considered the most important political figure in the country.
19296_144 	A1CWCJ8MKSQHPI 	Types of Government headed by a Prime Minister.
19296_145 	A1CWCJ8MKSQHPI 	Government of a Prime Minister is same as that of a parliamentary government. The Prime minister heads the Cabinet of ministers&#44; and affects all decisions made therein. His decision is taken as the decision of the whole cabinet. The Prime minster can take decisions and work in association with the cabinet&#44; or with any of his colleagues&#44; even if he is not part of the cabinet. For example&#44; Indira Gandhi took aid from her kitchen cabinet.
19296_146 	A1CWCJ8MKSQHPI 	Advantages of the prime ministerial type of government.
19296_148 	A1CWCJ8MKSQHPI 	2. The country gets political stability.
19296_149 	A1CWCJ8MKSQHPI 	There are some disadvantages too
19296_150 	A1CWCJ8MKSQHPI 	1. Cabinet can also take decisions which are not of benefit to its party or the country in general.
19296_151 	A1CWCJ8MKSQHPI 	2. This leads to powers going into wrong hands.
19296_153 	A10X8YVBG51O98 	The parliament cannot take decisions on its own. It needs the approval of the prime minister before any decision is taken. This way &#44; the powers of the parliament are checked upon by the Prime Minister.
19296_154 	A1NKIYEHUEU6NE 	Since 1989&#44; the country has not been ruled by the Prime-ministerial form of Government&#44; rather the country has been ruled by the Cabinet form of Government.
19296_155 	A1NKIYEHUEU6NE 	The Duties of the Prime Minister
